entry,exit,pnl,pnl_pct,sl,tp,exit_reason,t_entry,t_exit,side,model_label,prob,signal,equity
1422.300048828125,1426.0999755859375,3.7999267578125,0.002671677302509672,1400.5641607413218,1451.2812329438627,CLOSE,2019-07-17,2019-07-18,LONG,UP,0.85,STRONG BUY,5.755573232560389
1440.5,1425.0999755859375,15.4000244140625,0.010690749332913918,1463.3297479918754,1410.0603360108328,CLOSE,2019-07-18,2019-07-19,SHORT,DOWN,0.74,STRONG SELL,5.81710462325692
1425.300048828125,1425.300048828125,0.0,0.0,1402.2902802198769,1455.9797403057892,CLOSE,2019-07-19,2019-07-22,LONG,UP,0.7025,STRONG BUY,5.81710462325692
1418.5999755859375,1420.0999755859375,-1.5,-0.0010573805341991783,1440.105480239467,1389.9259693812314,CLOSE,2019-07-22,2019-07-23,SHORT,DOWN,0.7,STRONG SELL,5.810953730062889
1422.800048828125,1422.800048828125,0.0,0.0,1401.8663659355618,1450.7116260182092,CLOSE,2019-07-23,2019-07-24,LONG,UP,0.845,STRONG BUY,5.810953730062889
1413.9000244140625,1413.9000244140625,0.0,0.0,1433.627737804534,1387.5964065601004,CLOSE,2019-07-24,2019-07-25,SHORT,DOWN,0.7575,STRONG SELL,5.810953730062889
1422.800048828125,1418.5,-4.300048828125,-0.003022243941913477,1403.5278837783233,1448.4962688945272,CLOSE,2019-07-25,2019-07-26,LONG,UP,0.9275,STRONG BUY,5.793391610355466
1419.5999755859375,1419.5999755859375,0.0,0.0,1400.7293963697712,1444.7607478741593,CLOSE,2019-07-26,2019-07-29,LONG,UP,0.9175,STRONG BUY,5.793391610355466
1426.300048828125,1429.699951171875,3.39990234375,0.0023837216766159574,1408.6595136003343,1449.820762465179,CLOSE,2019-07-29,2019-07-30,LONG,UP,0.7475,STRONG BUY,5.8072014435181964
1431.300048828125,1426.0999755859375,5.2000732421875,0.0036331119016205253,1449.212693914087,1407.4165220468426,CLOSE,2019-07-30,2019-07-31,SHORT,DOWN,0.815,STRONG SELL,5.828299656197751
1411.300048828125,1430.5689440139736,-19.268895185848578,-0.013653294493859425,1430.5689440139736,1385.6081885803271,SL,2019-07-31,2019-08-01,SHORT,DOWN,0.7675,STRONG SELL,5.748724164593223
1448.0,1445.5999755859375,-2.4000244140625,-0.001657475424076312,1425.3610337462321,1478.185288338357,CLOSE,2019-08-01,2019-08-02,LONG,UP,0.855,STRONG BUY,5.739195795570616
1440.4000244140625,1464.5999755859375,24.199951171875,0.016800854458274013,1416.474558365642,1472.3006458119564,CLOSE,2019-08-02,2019-08-05,LONG,UP,0.8275,STRONG BUY,5.835619188839536
1469.699951171875,1472.4000244140625,2.7000732421875,0.0018371595100309956,1444.3441691171474,1503.5076605781785,CLOSE,2019-08-05,2019-08-06,LONG,UP,0.8675,STRONG BUY,5.846340152129232
1473.5,1507.364308567014,33.86430856701395,0.022982225020029827,1448.1017685747397,1507.364308567014,TP,2019-08-06,2019-08-07,LONG,UP,0.865,STRONG BUY,5.980702057049101
1498.4000244140625,1497.699951171875,0.7000732421875,0.0004672138486258088,1526.0019535946615,1461.597452173264,CLOSE,2019-08-07,2019-08-08,SHORT,DOWN,0.8225,STRONG SELL,5.98349632387466
1506.199951171875,1496.5999755859375,9.5999755859375,0.006373639554607867,1533.5981711252882,1469.6689912339907,CLOSE,2019-08-08,2019-08-09,SHORT,DOWN,0.8225,STRONG SELL,6.021632972719359
1496.0,1505.300048828125,9.300048828125,0.0062166101792279415,1469.2837931417523,1531.6216091443303,CLOSE,2019-08-09,2019-08-12,LONG,UP,0.7525,STRONG BUY,6.059067117553141
1510.4000244140625,1502.199951171875,8.2000732421875,0.0054290738278878125,1538.0793645854487,1473.494237518881,CLOSE,2019-08-12,2019-08-13,SHORT,DOWN,0.8,STRONG SELL,6.091962240262464
1500.0,1515.9000244140625,15.9000244140625,0.010600016276041667,1469.1870334220498,1541.083955437267,CLOSE,2019-08-13,2019-08-14,LONG,UP,0.735,STRONG BUY,6.1565371391622765
1519.800048828125,1519.5999755859375,-0.2000732421875,-0.00013164445042739066,1488.670151291457,1561.3065788770157,CLOSE,2019-08-14,2019-08-15,LONG,UP,0.7375,STRONG BUY,6.155726665214056
1524.5999755859375,1512.5,12.0999755859375,0.007936492050176776,1554.8027349684796,1484.329629742548,CLOSE,2019-08-15,2019-08-16,SHORT,DOWN,0.79,STRONG SELL,6.204581540955588
1507.199951171875,1500.4000244140625,6.7999267578125,0.004511628833669637,1537.3775160714565,1466.963197972433,CLOSE,2019-08-16,2019-08-19,SHORT,DOWN,0.8325,STRONG SELL,6.232574309936618
1497.5,1504.5999755859375,7.0999755859375,0.004741219089106845,1467.377978066181,1537.6626959117586,CLOSE,2019-08-19,2019-08-20,LONG,UP,0.73,STRONG BUY,6.262124310229166
1504.9000244140625,1504.5999755859375,0.300048828125,0.00019938123679798925,1533.7918993082449,1466.3775245551526,CLOSE,2019-08-20,2019-08-21,SHORT,DOWN,0.8725,STRONG SELL,6.263372860319122
1495.0999755859375,1497.300048828125,-2.2000732421875,-0.001471522492216803,1522.5924256132364,1458.443375549539,CLOSE,2019-08-21,2019-08-22,SHORT,DOWN,0.865,STRONG SELL,6.2541561662780225
1493.5,1526.5999755859375,33.0999755859375,0.02216268870836123,1466.814161393457,1529.0811181420574,CLOSE,2019-08-22,2019-08-23,LONG,UP,0.775,STRONG BUY,6.39276508252472
1543.199951171875,1526.300048828125,16.89990234375,0.010951207152978818,1571.6332272621582,1505.2889163848306,CLOSE,2019-08-23,2019-08-26,SHORT,DOWN,0.8025,STRONG SELL,6.462773577223778
1530.5,1541.0,10.5,0.006860503103560928,1502.0619579161655,1568.4173894451128,CLOSE,2019-08-26,2019-08-27,LONG,UP,0.6575,STRONG BUY,6.507111455407934
1538.0999755859375,1537.800048828125,0.2999267578125,0.00019499822025433896,1566.199578244978,1500.6338387072167,CLOSE,2019-08-27,2019-08-28,SHORT,DOWN,0.855,STRONG SELL,6.508380330560734
1537.5,1526.5,11.0,0.007154471544715447,1563.935340094667,1502.2528798737771,CLOSE,2019-08-28,2019-08-29,SHORT,DOWN,0.8875,STRONG SELL,6.554944352437916
1524.5999755859375,1519.0999755859375,5.5,0.0036075036652720846,1552.3292278069341,1487.6276392912753,CLOSE,2019-08-29,2019-08-30,SHORT,DOWN,0.835,STRONG SELL,6.5785913382149905
1522.9000244140625,1545.9000244140625,23.0,0.015102764220421677,1495.6835680757597,1559.1886328651328,CLOSE,2019-08-30,2019-09-03,LONG,UP,0.825,STRONG BUY,6.67794625209856
1549.0,1550.300048828125,1.300048828125,0.0008392826521142673,1520.7061398384844,1586.7251468820207,CLOSE,2019-09-03,2019-09-04,LONG,UP,0.7775,STRONG BUY,6.683550936539698
1551.0,1513.3409489890166,37.659051010983376,0.024280497105727515,1579.2442882582375,1513.3409489890166,TP,2019-09-04,2019-09-05,SHORT,DOWN,0.8825,STRONG SELL,6.845830875710332
1517.300048828125,1506.199951171875,11.10009765625,0.007315690568139819,1547.8126022107742,1476.616644317926,CLOSE,2019-09-05,2019-09-06,SHORT,DOWN,0.7925,STRONG SELL,6.895912856078846
1509.0,1502.199951171875,6.800048828125,0.004506327917909211,1539.6366567124599,1468.1511243833868,CLOSE,2019-09-06,2019-09-09,SHORT,DOWN,0.845,STRONG SELL,6.926988100701663
1498.5,1490.300048828125,8.199951171875,0.005472106220804137,1528.5554669472842,1458.4260440702876,CLOSE,2019-09-09,2019-09-10,SHORT,DOWN,0.79,STRONG SELL,6.964893315378948
1491.699951171875,1494.4000244140625,2.7000732421875,0.0018100645777097,1462.1520254253455,1531.0971855005812,CLOSE,2019-09-10,2019-09-11,LONG,UP,0.855,STRONG BUY,6.977500222056642
1499.5,1498.699951171875,-0.800048828125,-0.0005335437333277759,1471.3769234767158,1536.9974353643788,CLOSE,2019-09-11,2019-09-12,LONG,UP,0.89,STRONG BUY,6.9737774205388705
1490.9000244140625,1490.9000244140625,0.0,0.0,1519.2643097571122,1453.0809772899963,CLOSE,2019-09-12,2019-09-13,SHORT,DOWN,0.6925,STRONG SELL,6.9737774205388705
1506.5999755859375,1503.0999755859375,-3.5,-0.0023231116797534806,1478.9974327576258,1543.4033660236864,CLOSE,2019-09-13,2019-09-16,LONG,UP,0.9175,STRONG BUY,6.957576556761215
1497.9000244140625,1505.0999755859375,7.199951171875,0.0048066967451258465,1470.5655177434091,1534.346033308267,CLOSE,2019-09-16,2019-09-17,LONG,UP,0.8225,STRONG BUY,6.991019517350564
1508.9000244140625,1507.5,-1.4000244140625,-0.0009278443842600896,1482.7465591657551,1543.7713114118058,CLOSE,2019-09-17,2019-09-18,LONG,UP,0.8875,STRONG BUY,6.984532939151137
1496.0999755859375,1498.4000244140625,-2.300048828125,-0.0015373630543802405,1522.5389049864307,1460.8480697186133,CLOSE,2019-09-18,2019-09-19,SHORT,DOWN,0.63,STRONG SELL,6.973795176258384
1503.0,1507.300048828125,4.300048828125,0.0028609772642215568,1477.228134369464,1537.3624875073813,CLOSE,2019-09-19,2019-09-20,LONG,UP,0.9275,STRONG BUY,6.993747045702998
1515.5,1523.699951171875,8.199951171875,0.005410723307076873,1490.6154078701384,1548.6794561731488,CLOSE,2019-09-20,2019-09-23,LONG,UP,0.8475,STRONG BUY,7.031588275846983
1515.0999755859375,1532.0999755859375,17.0,0.011220381673774074,1490.2357219285213,1548.2523137958256,CLOSE,2019-09-23,2019-09-24,LONG,UP,0.8075,STRONG BUY,7.110485380074821
1527.5999755859375,1504.5999755859375,23.0,0.015056297700697429,1552.6060708836162,1494.2585151890326,CLOSE,2019-09-24,2019-09-25,SHORT,DOWN,0.785,STRONG SELL,7.217542964753684
1507.5,1507.5,0.0,0.0,1481.3336257950125,1542.3884989399833,CLOSE,2019-09-25,2019-09-26,LONG,UP,0.7125,STRONG BUY,7.217542964753684
1504.199951171875,1499.0999755859375,5.0999755859375,0.0033904904610349636,1528.8080155494415,1471.389198668453,CLOSE,2019-09-26,2019-09-27,SHORT,DOWN,0.8675,STRONG SELL,7.242013975327791
1495.9000244140625,1465.699951171875,30.2000732421875,0.02018856390754906,1521.096801094738,1462.3043221731618,CLOSE,2019-09-27,2019-09-30,SHORT,DOWN,0.8275,STRONG SELL,7.388219837288059
1468.699951171875,1482.0,13.300048828125,0.00905566097248992,1441.4886611556115,1504.9816711935596,CLOSE,2019-09-30,2019-10-01,LONG,UP,0.8675,STRONG BUY,7.455125051324764
1476.5999755859375,1501.0,24.4000244140625,0.016524464863532318,1448.4180686595635,1514.1758514877697,CLOSE,2019-10-01,2019-10-02,LONG,UP,0.9075,STRONG BUY,7.578317003288619
1497.4000244140625,1507.0999755859375,9.699951171875,0.006477862303809313,1468.0596848839361,1536.5204771208978,CLOSE,2019-10-02,2019-10-03,LONG,UP,0.8725,STRONG BUY,7.62740829733054
1505.5999755859375,1506.199951171875,-0.5999755859375,-0.000398496011999473,1535.158859676691,1466.1881301315993,CLOSE,2019-10-03,2019-10-04,SHORT,DOWN,0.83,STRONG SELL,7.6243688055421615
1504.800048828125,1497.699951171875,7.10009765625,0.004718299724790186,1533.4904385823181,1466.5461958225344,CLOSE,2019-10-04,2019-10-07,SHORT,DOWN,0.9375,STRONG SELL,7.660342862779049
1489.4000244140625,1497.199951171875,-7.7999267578125,-0.005236958929741545,1517.873240855735,1451.4357358251657,CLOSE,2019-10-07,2019-10-08,SHORT,DOWN,0.86,STRONG SELL,7.620225961818937
1507.699951171875,1506.0999755859375,-1.5999755859375,-0.0010612029168628034,1479.439107333179,1545.3810762901362,CLOSE,2019-10-08,2019-10-09,LONG,UP,0.71,STRONG BUY,7.612139355801101
1511.199951171875,1494.800048828125,16.39990234375,0.01085223853470385,1538.5671633078068,1474.7103349906324,CLOSE,2019-10-09,2019-10-10,SHORT,DOWN,0.9,STRONG SELL,7.694748107849661
1491.9000244140625,1482.699951171875,9.2000732421875,0.006166682144670378,1519.5195759244925,1455.0739557334891,CLOSE,2019-10-10,2019-10-11,SHORT,DOWN,0.835,STRONG SELL,7.7421991736140745
1484.4000244140625,1491.699951171875,7.2999267578125,0.004917762488379102,1456.8247265829489,1521.1670881888808,CLOSE,2019-10-11,2019-10-14,LONG,UP,0.92,STRONG BUY,7.780273470287634
1488.9000244140625,1477.5999755859375,11.300048828125,0.007589528271095294,1515.8127957399404,1453.016329312892,CLOSE,2019-10-14,2019-10-15,SHORT,DOWN,0.8,STRONG SELL,7.839322075747235
1482.0,1488.0,6.0,0.004048582995951417,1454.995278537243,1518.006295283676,CLOSE,2019-10-15,2019-10-16,LONG,UP,0.8525,STRONG BUY,7.8710602218028916
1486.199951171875,1492.300048828125,6.10009765625,0.0041044932422720426,1460.009850054951,1521.1200859944404,CLOSE,2019-10-16,2019-10-17,LONG,UP,0.705,STRONG BUY,7.903366935292798
1487.300048828125,1488.199951171875,-0.89990234375,-0.000605057697980345,1512.4122751163848,1453.8170804437787,CLOSE,2019-10-17,2019-10-18,SHORT,DOWN,0.835,STRONG SELL,7.898584942288636
1489.9000244140625,1482.4000244140625,7.5,0.005033894809787353,1513.8292423862524,1457.9944004511426,CLOSE,2019-10-18,2019-10-21,SHORT,DOWN,0.8525,STRONG SELL,7.938345588034288
1483.4000244140625,1481.699951171875,1.7000732421875,0.001146065265071721,1506.5200151468885,1452.573370103628,CLOSE,2019-10-21,2019-10-22,SHORT,DOWN,0.7825,STRONG SELL,7.947443450174869
1486.4000244140625,1489.9000244140625,3.5,0.0023546824155763163,1464.7385992162822,1515.2819246777697,CLOSE,2019-10-22,2019-10-23,LONG,UP,0.82,STRONG BUY,7.966157155515782
1490.5,1498.9000244140625,8.4000244140625,0.005635709100343844,1469.4643804246057,1518.5474927671924,CLOSE,2019-10-23,2019-10-24,LONG,UP,0.7675,STRONG BUY,8.011052099891891
1501.4000244140625,1499.5,-1.9000244140625,-0.001265501787109671,1480.227671227145,1529.6298286632857,CLOSE,2019-10-24,2019-10-25,LONG,UP,0.7475,STRONG BUY,8.000914099142848
1504.0999755859375,1490.0,14.0999755859375,0.009374360624163105,1525.4100204467247,1475.6865824382214,CLOSE,2019-10-25,2019-10-28,SHORT,DOWN,0.8325,STRONG SELL,8.075917553231164
1485.9000244140625,1487.0,-1.0999755859375,-0.0007402756362234097,1507.1986348832868,1457.5018771217635,CLOSE,2019-10-28,2019-10-29,SHORT,DOWN,0.7925,STRONG SELL,8.069939148226359
1487.199951171875,1493.199951171875,6.0,0.00403442724380952,1466.9833869233878,1514.1553701698579,CLOSE,2019-10-29,2019-10-30,LONG,UP,0.8025,STRONG BUY,8.102496730581848
1496.0999755859375,1511.4000244140625,15.300048828125,0.010226621935564726,1475.784591882264,1523.187153857502,CLOSE,2019-10-30,2019-10-31,LONG,UP,0.7875,STRONG BUY,8.185357901379657
1511.0,1508.0,3.0,0.001985440105890139,1531.996430340632,1483.004759545824,CLOSE,2019-10-31,2019-11-01,SHORT,DOWN,0.885,STRONG SELL,8.201609439238121
1511.5999755859375,1508.0,3.5999755859375,0.0023815663165395666,1532.0180868578748,1484.3758272233545,CLOSE,2019-11-01,2019-11-04,SHORT,DOWN,0.8875,STRONG SELL,8.221142116020024
1507.0999755859375,1481.3061270226908,25.793848563246684,0.017114888846852,1526.4453620083725,1481.3061270226908,TP,2019-11-04,2019-11-05,SHORT,DOWN,0.885,STRONG SELL,8.36184604952988
1483.199951171875,1490.199951171875,7.0,0.004719525505963849,1462.3220975826273,1511.037089290872,CLOSE,2019-11-05,2019-11-06,LONG,UP,0.7925,STRONG BUY,8.401309995237579
1489.0999755859375,1464.199951171875,24.9000244140625,0.016721526306025712,1509.5794058300828,1461.7940685937438,CLOSE,2019-11-06,2019-11-07,SHORT,DOWN,0.78,STRONG SELL,8.54179272132802
1469.0999755859375,1461.300048828125,7.7999267578125,0.005309323318654041,1490.9023036697868,1440.030204807472,CLOSE,2019-11-07,2019-11-08,SHORT,DOWN,0.7875,STRONG SELL,8.587143860606478
1461.0,1455.5,5.5,0.0037645448323066393,1482.0807253733399,1432.8923661688802,CLOSE,2019-11-08,2019-11-11,SHORT,DOWN,0.8325,STRONG SELL,8.619470548651199
1454.9000244140625,1452.0999755859375,2.800048828125,0.001924564424454302,1475.760697975021,1427.0857929994513,CLOSE,2019-11-11,2019-11-12,SHORT,DOWN,0.7625,STRONG SELL,8.636059275026765
1456.800048828125,1461.699951171875,4.89990234375,0.0033634693708938066,1436.5294207628713,1483.8275529151301,CLOSE,2019-11-12,2019-11-13,LONG,UP,0.84,STRONG BUY,8.66510639588354
1463.800048828125,1471.800048828125,8.0,0.005465227307790134,1443.777314920155,1490.497027372085,CLOSE,2019-11-13,2019-11-14,LONG,UP,0.805,STRONG BUY,8.71246317198323
1469.0999755859375,1467.300048828125,1.7999267578125,0.0012251901080419087,1488.7746675350793,1442.8670529870817,CLOSE,2019-11-14,2019-11-15,SHORT,DOWN,0.7225,STRONG SELL,8.723137595678224
1472.0,1470.9000244140625,-1.0999755859375,-0.0007472660230553669,1453.2485003329398,1497.0019995560804,CLOSE,2019-11-15,2019-11-18,LONG,UP,0.8325,STRONG BUY,8.716619091338536
1467.699951171875,1473.300048828125,5.60009765625,0.003815560293354674,1449.7842781411896,1491.587515212789,CLOSE,2019-11-18,2019-11-19,LONG,UP,0.7275,STRONG BUY,8.749877877035745
1472.5999755859375,1473.300048828125,-0.7000732421875,-0.00047539946611023515,1489.943111006172,1449.4757950256246,CLOSE,2019-11-19,2019-11-20,SHORT,DOWN,0.8775,STRONG SELL,8.745718189764473
1463.0999755859375,1463.0999755859375,0.0,0.0,1479.9757389588563,1440.5989577553792,CLOSE,2019-11-20,2019-11-21,SHORT,DOWN,0.8975,STRONG SELL,8.745718189764473
1468.5999755859375,1463.0999755859375,5.5,0.00374506338787431,1485.3631922795964,1446.2490199943923,CLOSE,2019-11-21,2019-11-22,SHORT,DOWN,0.885,STRONG SELL,8.778471458757627
1457.0999755859375,1456.5999755859375,0.5,0.00034314735322052084,1473.2551053729067,1435.5598025366455,CLOSE,2019-11-22,2019-11-25,SHORT,DOWN,0.8575,STRONG SELL,8.781483768004021
1459.800048828125,1459.800048828125,0.0,0.0,1443.984573784589,1480.887348886173,CLOSE,2019-11-25,2019-11-26,LONG,UP,0.79,STRONG BUY,8.781483768004021
1461.0999755859375,1453.4000244140625,7.699951171875,0.005269968722562689,1476.1286388308838,1441.061757926009,CLOSE,2019-11-26,2019-11-27,SHORT,DOWN,0.7225,STRONG SELL,8.827761912799094
1453.5999755859375,1465.5999755859375,12.0,0.008255366126545835,1438.584071385552,1473.6211811864514,CLOSE,2019-11-27,2019-11-29,LONG,UP,0.7575,STRONG BUY,8.900638319467227
1462.800048828125,1462.300048828125,0.5,0.0003418102155523982,1478.1898170141972,1442.280357913362,CLOSE,2019-11-29,2019-12-02,SHORT,DOWN,0.775,STRONG SELL,8.903680648569757
1461.5999755859375,1478.199951171875,16.5999755859375,0.011357400015885177,1445.9916272605333,1482.4111066864764,CLOSE,2019-12-02,2019-12-03,LONG,UP,0.7775,STRONG BUY,9.00480331130926
1477.5,1474.0,3.5,0.0023688663282571912,1494.232754632239,1455.189660490348,CLOSE,2019-12-03,2019-12-04,SHORT,DOWN,0.845,STRONG SELL,9.026134486666
1474.699951171875,1476.9000244140625,2.2000732421875,0.0014918785617638387,1457.8552425945616,1497.159562608293,CLOSE,2019-12-04,2019-12-05,LONG,UP,0.765,STRONG BUY,9.039600383202256
1475.0,1459.0999755859375,15.9000244140625,0.010779677568855933,1491.2522241616348,1453.3303677844867,CLOSE,2019-12-05,2019-12-06,SHORT,DOWN,0.8075,STRONG SELL,9.137044360684483
1458.800048828125,1459.300048828125,0.5,0.0003427474521965208,1441.7051185449438,1481.5932892056996,CLOSE,2019-12-06,2019-12-09,LONG,UP,0.855,STRONG BUY,9.140176059359712
1460.699951171875,1462.5999755859375,1.9000244140625,0.0013007629749957673,1444.226089953285,1482.6650994633283,CLOSE,2019-12-09,2019-12-10,LONG,UP,0.8925,STRONG BUY,9.152065261962669
1463.0999755859375,1469.4000244140625,6.300048828125,0.004305959218953563,1446.956400631845,1484.6247421913943,CLOSE,2019-12-10,2019-12-11,LONG,UP,0.7975,STRONG BUY,9.191473681749882
1475.0999755859375,1466.699951171875,8.4000244140625,0.005694545829495965,1491.4618718463225,1453.2841139054242,CLOSE,2019-12-11,2019-12-12,SHORT,DOWN,0.7725,STRONG SELL,9.243814949871211
1463.0999755859375,1475.5999755859375,12.5,0.008543503662484884,1445.7424926396313,1486.2432861810123,CLOSE,2019-12-12,2019-12-13,LONG,UP,0.775,STRONG BUY,9.322789516750769
1473.800048828125,1475.0,-1.199951171875,-0.000814188581978354,1491.289145366994,1450.4812534429661,CLOSE,2019-12-13,2019-12-16,SHORT,DOWN,0.9,STRONG SELL,9.315199007974043
1474.0999755859375,1474.5999755859375,-0.5,-0.0003391900198636499,1490.5327002389388,1452.1896760486025,CLOSE,2019-12-16,2019-12-17,SHORT,DOWN,0.895,STRONG SELL,9.312039385437494
1472.5999755859375,1472.5999755859375,0.0,0.0,1488.1696510938025,1451.8404082421175,CLOSE,2019-12-17,2019-12-18,SHORT,DOWN,0.8325,STRONG SELL,9.312039385437494
1475.9000244140625,1478.199951171875,2.2999267578125,0.001558321512140078,1461.228182871045,1495.4624798047525,CLOSE,2019-12-18,2019-12-19,LONG,UP,0.7475,STRONG BUY,9.326550536733716
1476.699951171875,1474.699951171875,2.0,0.0013543712779382476,1490.9988092648332,1457.6348070479307,CLOSE,2019-12-19,2019-12-20,SHORT,DOWN,0.7725,STRONG SELL,9.339182148902909
1482.300048828125,1482.5,0.199951171875,0.00013489250845878144,1468.6475377418067,1500.503396943216,CLOSE,2019-12-20,2019-12-23,LONG,UP,0.795,STRONG BUY,9.340441934609927
1488.699951171875,1499.0999755859375,10.4000244140625,0.0069859775342074855,1475.186899931566,1506.7173528256203,CLOSE,2019-12-23,2019-12-24,LONG,UP,0.8475,STRONG BUY,9.40569405212468
1505.199951171875,1509.300048828125,4.10009765625,0.002723955480504676,1490.8735490645233,1524.301820648344,CLOSE,2019-12-24,2019-12-26,LONG,UP,0.8825,STRONG BUY,9.431314743985917
1513.800048828125,1513.800048828125,0.0,0.0,1499.08266759535,1533.4232238051586,CLOSE,2019-12-26,2019-12-27,LONG,UP,0.915,STRONG BUY,9.431314743985917
1512.5999755859375,1514.5,1.9000244140625,0.0012561314588984344,1498.4516930126463,1531.4643523503257,CLOSE,2019-12-27,2019-12-30,LONG,UP,0.93,STRONG BUY,9.44316171513461
1513.800048828125,1519.5,5.699951171875,0.003765326323174247,1500.1159319115754,1532.045538050191,CLOSE,2019-12-30,2019-12-31,LONG,UP,0.9625,STRONG BUY,9.478718300514597
1518.0999755859375,1524.5,6.4000244140625,0.004215812210649894,1504.3647267792196,1536.4136406615612,CLOSE,2019-12-31,2020-01-02,LONG,UP,0.9625,STRONG BUY,9.518678796867217
1530.0999755859375,1548.6340861807132,18.53411059477571,0.012113006267893212,1516.199392639856,1548.6340861807132,TP,2020-01-02,2020-01-03,LONG,UP,0.9375,STRONG BUY,9.633978612795731
1580.0,1564.0708924959374,-15.929107504062586,-0.010081713610166193,1564.0708924959374,1601.2388100054166,SL,2020-01-03,2020-01-06,LONG,UP,0.865,STRONG BUY,9.536851599495058
1558.300048828125,1571.800048828125,13.5,0.008663286643770748,1540.208729485625,1582.4218079514583,CLOSE,2020-01-06,2020-01-07,LONG,UP,0.765,STRONG BUY,9.619472078580587
1579.699951171875,1598.4276048470535,-18.727653675178544,-0.011855196717127032,1598.4276048470535,1554.729746271637,SL,2020-01-07,2020-01-08,SHORT,DOWN,0.7725,STRONG SELL,9.505431344774104
1555.699951171875,1551.699951171875,4.0,0.002571189898789215,1578.6506191213712,1525.0990605725467,CLOSE,2020-01-08,2020-01-09,SHORT,DOWN,0.7775,STRONG SELL,9.529871613831421
1551.199951171875,1557.5,6.300048828125,0.004061403446644994,1528.377904977421,1581.6293460978136,CLOSE,2020-01-09,2020-01-10,LONG,UP,0.7125,STRONG BUY,9.568576267249922
1557.4000244140625,1548.4000244140625,9.0,0.005778862115650763,1580.0276413532765,1527.2298684951104,CLOSE,2020-01-10,2020-01-13,SHORT,DOWN,0.845,STRONG SELL,9.623871750141447
1546.699951171875,1542.4000244140625,4.2999267578125,0.0027800652314979458,1568.739878571067,1517.3133813062857,CLOSE,2020-01-13,2020-01-14,SHORT,DOWN,0.79,STRONG SELL,9.65062674138641
1548.0,1552.0999755859375,4.0999755859375,0.002648563040011305,1526.087924557893,1577.216100589476,CLOSE,2020-01-14,2020-01-15,LONG,UP,0.7825,STRONG BUY,9.676187034686592
1555.699951171875,1549.0,6.699951171875,0.0043067116938764905,1577.27902122526,1526.9278577673617,CLOSE,2020-01-15,2020-01-16,SHORT,DOWN,0.76,STRONG SELL,9.717859582541012
1554.0999755859375,1558.800048828125,4.7000732421875,0.003024305589101786,1533.2479845807295,1581.902630259548,CLOSE,2020-01-16,2020-01-17,LONG,UP,0.735,STRONG BUY,9.747249359590596
1559.300048828125,1556.4000244140625,2.9000244140625,0.0018598244874307428,1579.7126171359744,1532.083291084326,CLOSE,2020-01-17,2020-01-21,SHORT,DOWN,0.815,STRONG SELL,9.765377532634657
1549.800048828125,1555.300048828125,-5.5,-0.00354884490044945,1570.383142739543,1522.3559236129008,CLOSE,2020-01-21,2020-01-22,SHORT,DOWN,0.8075,STRONG SELL,9.730721722377004
1553.0999755859375,1564.5999755859375,11.5,0.007404545863611516,1533.2049676584265,1579.6266528226188,CLOSE,2020-01-22,2020-01-23,LONG,UP,0.8375,STRONG BUY,9.802773297656385
1556.300048828125,1571.0999755859375,14.7999267578125,0.009509687266897321,1536.4975388510725,1582.7033954641952,CLOSE,2020-01-23,2020-01-24,LONG,UP,0.8675,STRONG BUY,9.89599460606539
1584.300048828125,1576.800048828125,-7.5,-0.004733951757148275,1564.3262974110962,1610.9317173841634,CLOSE,2020-01-24,2020-01-27,LONG,UP,0.7825,STRONG BUY,9.849147445011276
1576.4000244140625,1569.199951171875,7.2000732421875,0.00456741507909055,1596.3827962028101,1549.7563286957322,CLOSE,2020-01-27,2020-01-28,SHORT,DOWN,0.75,STRONG SELL,9.894132589567807
1569.800048828125,1569.800048828125,0.0,0.0,1550.4303217039753,1595.6263516603246,CLOSE,2020-01-28,2020-01-29,LONG,UP,0.82,STRONG BUY,9.894132589567807
1576.800048828125,1583.5,6.699951171875,0.004249081027651155,1558.7495774639592,1600.867343980346,CLOSE,2020-01-29,2020-01-30,LONG,UP,0.7725,STRONG BUY,9.936173560639205
1573.4000244140625,1582.9000244140625,-9.5,-0.006037879657169715,1591.78974259206,1548.8804001767323,CLOSE,2020-01-30,2020-01-31,SHORT,DOWN,0.8025,STRONG SELL,9.876180140427314
1592.9000244140625,1577.199951171875,15.7000732421875,0.009856282881257828,1612.0119055793461,1567.4175161936844,CLOSE,2020-01-31,2020-02-03,SHORT,DOWN,0.86,STRONG SELL,9.973522565677627
1577.699951171875,1550.4518938734882,27.24805729838681,0.017270747380164177,1598.135994145665,1550.4518938734882,TP,2020-02-03,2020-02-04,SHORT,DOWN,0.84,STRONG SELL,10.145772754399811
1553.199951171875,1557.800048828125,4.60009765625,0.0029616905748543637,1531.0200645879538,1582.7731332837698,CLOSE,2020-02-04,2020-02-05,LONG,UP,0.89,STRONG BUY,10.175821393941131
1553.5999755859375,1565.0999755859375,11.5,0.007402162835167911,1531.6115094722963,1582.9179304041256,CLOSE,2020-02-05,2020-02-06,LONG,UP,0.91,STRONG BUY,10.251144480880669
1564.9000244140625,1568.5999755859375,3.699951171875,0.0023643370912850192,1542.9821630228244,1594.12383960238,CLOSE,2020-02-06,2020-02-07,LONG,UP,0.925,STRONG BUY,10.275381642004936
